REGIÓN,METROPOLITANA,DISTRITO,ESTACIÓN,BARRIO,ZONA,NRO INTEGRANTES,ESTADO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,SANTA LIBRADA E-5,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,USMINIA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,BARRIO SANTA MARTA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,BARRIO SANTA MARTA,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,EL DESTINO,RURAL,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,UVAL E-5,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,CHUNIZA E-5,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA USME,SERRANIAS E-5,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,BARRIO LA ESMERALDA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,BARRIO SAN FRANCISCO,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,ARBORIZADORA BAJA E-19,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,LAS PALMITAS,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA ALEXANDRA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CIUDAD GRANADA,URBANA,6,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,LAS BRISAS,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,LAS VEGAS,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,DINDALITO,URBANA,8,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,ALTAMAR,URBANA,6,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CIUDAD DE CALI,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,LAS BRISAS,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,PATIO BONITO,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,MARGARITAS,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,BRITALIA,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,LA MARIA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,BRITALIA,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,BRITALIA,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CARMELO,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CARMELO,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA ANITA    E-8,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CLASS,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CLASS,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CLASS,URBANA,23,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,BRITALIA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,ZARZAMORA,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CARMELO,URBANA,36,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,ALMENAR,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,PINAL DEL RIO,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA NELLY E-8,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CASTILLA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA LA TORRE,URBANA,7,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,AYACUCHO I - II E-8,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,HOGARES COLOMBIANOS,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,SAN CARLOS,URBANA,45,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,MARIA PAZ E-8,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,FRANCISCO JOSE DE CALDAS  E-8,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA LA LOMA,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA LA LOMA,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,EDUARDO SANTOS I E-14,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,ACEVEDO TEJADA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,EDUARDO SANTOS I E-14,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,EL CARMEN E-6,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,PANAMERICANO E-14,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,FATIMA E-6,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,FATIMA E-6,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA KENNEDY,UNIR,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,PANAMERICANO,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,SALITRE GRECO,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,FATIMA E-6,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,FATIMA E-6,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA TUNJUELITO,LAGUNETA E-6,URBANA,17,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,QUIRINAL E-13,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CASTILLA,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,QUIRINAL E-13,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CONDADOS DE CASTILLA  E-8,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,CASTILLA  E-8,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA TEUSAQUILLO,BARRIO LA ESMERALDA,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA ALSACIA,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,VILLA CANDELARIA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,PORTAL DE LAS AMERICAS,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VILLA ALSACIA E-8,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,LA SABANA E-14,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VISION DE COLOMBIA,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,VILLAS DEL PALMAR,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,VISION DE COLOMBIA E-8,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,CANDELARIA LA NUEVA,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,AMERICA,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,AMERICAS OCCIDENTAL,URBANA,10,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA KENNEDY,AMERICAS OCCIDENTAL,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,CANDELARIA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA CHAPINERO,SUCRE,URBANA,75,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,CANDELARIA LA NUEVA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,VOTO NACIONAL,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,ARBORIZADORA BAJA,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,ATLANTA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MADELENA,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,EL TESORO E-19,URBANA,23,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,TESORO,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,TESORO,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA SANTA FE,LA CAPUCHINA E-3,URBANA,120,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,SANTA ISABEL,URBANA,6,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,NUEVO MILENIO,URBANA,9,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA SANTA FE,LAS CRUCES,URBANA,50,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,SAN FRANCISCO,URBANA,19,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,LAS VEGAS,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,JUAN JOSE RONDON,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 1,ESTACION DE POLICIA CHAPINERO,EL LAGO,URBANA,52,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,SAN FRANCISCO II,URBANA,24,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,CANDELARIA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,NUEVA ARGENTINA,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,LUCERO BAJO,URBANA,14,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MADELENA,URBANA,31,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,CANDELARIA IV,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MADELENA,URBANA,18,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,SIERRA MORENA,URBANA,12,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,GRUPOS UNIDOS,URBANA,11,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,VILLA BOLIVAR,URBANA,33,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 3,ESTACION DE POLICIA ENGATIVA,LA CABAÑA,URBANA,16,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,21,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,29,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,25,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,27,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,22,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,ARBORIZADORA BAJA,URBANA,26,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,TESORO,URBANA,13,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,TESORO,URBANA,15,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,LA SABANA E-14,URBANA,20,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 4,ESTACION DE POLICIA MARTIRES,EDUARDO SANTOS I E-14,URBANA,40,ACTIVO
REGION DE POLICIA No. UNO,METROPOLITANA DE BOGOTA,COMANDO OPERATIVO DE SEGURIDAD CIUDADANA NRO. 2,ESTACION DE POLICIA CIUDAD BOLIVAR,MEXICO,URBANA,26,ACTIVO
